"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-04","0.00",,"66","76","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-05",,,"68",,"59"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-14",,,"64","74",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-19",,,"67","77","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-20","0.02",,"65","74","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-21","1.97",,"65",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-22","0.00",,"60","73","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-05-23","0.39",,"63","72","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-05",,,"65",,
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-07",,,"61","67","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-08","0.00",,"61",,
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-09",,,"57","67","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-10","0.00",,"60","72","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-11",,,"62","72","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-12",,,"65","72",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-13",,,"61","71",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-14","0.00",,"66",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-15",,,"61","70",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-25",,,"58",,
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-27",,,"53","78","45"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-06-29",,,"62","77","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-06",,,"64","79",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-14",,,"58","75","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-15",,,"63","74","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-19",,,"60",,"55"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-20",,,"59","69",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-21","0.01",,"57","65","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-22","0.00",,"61","72","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-24",,,"57","67",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-25","0.04",,"56","68","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-26","0.00",,"60","70",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-27","0.00",,"61","75","45"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-07-30","0.00",,"62","74","48"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-01","0.00",,"61","69","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-04",,,"59",,"53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-05","0.00",,"57","66","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-06",,,"57","71","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-07","0.00",,"60","70","48"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-08",,,"62","72","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-21",,,"64","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-23",,,"61",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-25",,,"57","62","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-27","0.01",,"59","71","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-29","0.00",,"60","78","44"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-08-31","0.04",,"59","77","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-01","0.24",,"64","74","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-03",,,"60","72",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-04","0.00",,"59","68","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-05","0.00",,"62","73","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-06",,,"61","74","49"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-08","0.00",,"65","79","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-14","0.00",,"64","77","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-15",,,"66","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-17","0.00",,"66","80","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-18",,,"61","82",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-19","0.08",,"64","81","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-20","0.08",,"62","78","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-21","0.00",,"63","76","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-23",,,"63",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-28",,,"61",,"51"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-29","0.00",,"65","80","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-09-30",,,"60","76","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-01",,,"67","78","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-03",,,"68","78","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-12",,,"64","79",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-13",,,"66","79",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-14","0.00",,"68","80","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-21","0.67",,"64","78","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-26","0.31",,"66","77","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-10-31",,,"65","78","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-01","0.00",,"63","78","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-04","0.24",,"59","63","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-08","1.26",,"62","72","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-10","0.00",,"65","73","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-13","0.43",,"61","71","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-21","0.00",,"64","73","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-23","0.00",,"64","73","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-25","0.00",,"64","76","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-28",,,"65",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-29","0.00",,"66","74","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-11-30","0.00",,"63","74","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-04","0.02",,"65","72","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-07",,,"64","74","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-08",,,"63","70",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-15","0.00",,"64","74","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-18","0.35",,"63","74","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-24",,,"64","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1990-12-31",,,"65","75","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-01-01","0.39",,"63","73","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-01-02","0.24",,"65","75","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-01-16","0.00",,"67","77","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-01-24",,,"63","80","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-01",,,"67",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-02",,,"66",,"52"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-04","0.00",,"66","79","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-05",,,"64","78","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-06","0.00",,"71","80","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-08",,,"73","85",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-11",,,"67","82","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-13","7.44",,"66","80",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-14","0.00",,"69",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-15",,,"70","83",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-16","0.00",,"69",,"53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-18","0.00",,"67","84","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-19","0.00",,"69","87","49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-20",,,"66","83","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-21",,,"73","82",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-22","0.00",,"66","81",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-23",,,"66","80","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-24","0.00",,"71","81","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-25","0.00",,"69","82","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-26","0.00",,"71","85","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-02-27","0.00",,"67","83",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-01","0.00",,"71","85","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-02","0.00",,"70","84","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-03",,,"68",,"57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-04",,,"68","83",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-08","0.00",,"65",,"49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-09",,,"65",,"56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-11","0.01",,"68","78","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-12","0.00",,"67","80","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-13","0.00",,"67","81","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-15",,,"68","81",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-17","0.00",,"71","82","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-19","0.00",,"68","81","50"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-21","0.00",,"70",,"53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-22","0.00",,"74","85","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-24",,,"67","88","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-26","1.22",,"64","78","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-27","0.94",,"65","75","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-03-29",,,"63","69",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-02",,,"67","76","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-03","1.22",,"64","72","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-04","0.16",,"61","76","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-05","0.28",,"63","77","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-06","0.00",,"65","79","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-09","0.00",,"67","78","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-10",,,"69",,"53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-11","0.00",,"62","78","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-12",,,"66","77","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-14","0.00",,"64","75","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-18","0.02",,"68",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-20",,,"65","76","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-21",,,"65","75","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-23",,,"66","76","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-24",,,"66","77",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-25","0.04",,"65","74","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-04-30","0.83",,"63","73","60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-06",,,"62","75","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-07",,,"60",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-08","0.28",,"64","71","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-10","0.00",,"63","77","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-18","2.09",,"65","76","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-23","0.16",,"64","73","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-26","0.04",,"64",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-27","0.24",,"63","75","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-28","0.12",,"66","74","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-29","0.35",,"63","73","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-05-30","0.55",,"61","74","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-01","0.24",,"63","73","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-02","0.00",,"63","72","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-03","0.02",,"62","70",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-04","0.00",,"64",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-06","0.04",,"67",,"60"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-11",,,"65","74","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-12","0.00",,"61","72","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-16","0.16",,"62","70","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-17","0.12",,"58","68","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-19",,,"62","72",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-20","0.00",,"66","74",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-21","0.00",,"59",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-24",,,"59","72","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-25","0.00",,"62","71","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-26","0.00",,"61","72","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-27","0.00",,"62","73","45"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-28",,,"58","73","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-06-30","0.08",,"62","72","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-06","0.04",,"60","67","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-12","0.00",,"60","71","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-13","0.00",,"59","67","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-14","0.00",,"60","70","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-16","0.00",,"58","72","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-17","0.00",,"59","70","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-18","0.00",,"61","71","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-19","0.00",,"55","64","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-21","0.00",,"58","67","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-22","0.00",,"56","62","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-23","0.00",,"57","67","50"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-24","0.00",,"61","70","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-25",,,"62","73","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-26","0.04",,"60","68","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-29",,,"56","70","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-30",,,"56","71",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-07-31","0.00",,"57","64","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-03",,,"63","78","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-04",,,"59","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-05","0.00",,"59","77","46"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-06",,,"58","71",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-09","0.00",,"56","74","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-12",,,"60","70",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-13","0.08",,"59","67","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-14","0.04",,"57","65","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-15","0.00",,"56","68","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-16",,,"59","72",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-18","0.00",,"59","72","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-19",,,"60","74",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-20","0.00",,"60",,"49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-23",,,"58",,"47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-24","0.00",,"61","71","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-25",,,"64","74","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-27",,,"60","71","47"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-28",,,"56","73","46"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-29",,,"63","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-30","0.00",,"61","74","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-08-31",,,"57","62",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-01",,,"57","59",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-02",,,"61","69","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-03",,,"61","72","49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-04",,,"58",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-05",,,"63",,"50"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-06",,,"62","81","48"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-07","0.04",,"61","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-08","0.00",,"60","80","45"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-09",,,"61","77",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-10","0.00",,"62","80","46"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-11",,,"66","79","49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-12","0.00",,"62","73","48"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-13",,,"60",,"45"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-14",,,"51",,"46"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-15",,,"65","76","49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-16",,,"63",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-17","0.00",,"63",,"56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-18",,,"64","80",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-19",,,"60","80","48"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-20","0.00",,"62","80","50"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-21","0.02",,"61","75","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-22","0.01",,"62","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-23","0.00",,"62",,"49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-24",,,"64","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-25",,,"64","79",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-26","0.00",,"63","76","49"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-27",,,"62","77","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-28",,,"62","74",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-29",,,"67","79","51"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-09-30","0.00",,"66","79",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-01","0.00",,"66","79","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-02",,,"67","79","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-03",,,"62","81",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-04","0.00",,"67",,"57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-05",,,"65","84",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-06",,,"69","83","52"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-07","0.01",,"64","79","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-08","0.04",,"69","80","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-09","0.00",,"68","80","53"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-10","0.00",,"67","81","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-11",,,"65","80",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-12",,,"65",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-13",,,"66","81",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-14","0.12",,"66","80","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-15","0.24",,"63","81","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-16","0.24",,"60","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-17","0.31",,"62",,"56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-18","0.00",,"67","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-19",,,"64",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-20",,,"70","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-21",,,"61","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-22","0.04",,"63","76","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-23","0.12",,"64","77","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-24","0.00",,"70","79",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-25",,,"65","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-26","0.00",,"60","75",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-27","0.16",,"63","76","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-28","0.00",,"67","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-29","0.00",,"67","80","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-30",,,"65","80",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-10-31","0.00",,"61","78","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-01",,,"61",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-02","0.20",,"63","76","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-03","0.20",,"66","78","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-04","0.00",,"62","80","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-05","0.20",,"68",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-06","0.00",,"71","80",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-07",,,"66","78",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-08",,,"65","78","59"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-09","0.00",,"62","75","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-10","0.12",,"60","72","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-11","0.20",,"62","72","57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-12","0.20",,"62","71","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-13","0.24",,"62","74",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-14","0.12",,"64",,"56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-15","0.04",,"61","74","56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-16","0.00",,"60","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-17",,,"60","71",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-18","0.39",,"60","70","55"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-19","0.01",,"64",,"56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-20","0.04",,"63",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-21","0.02",,"63","74","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-22","0.00",,"64","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-23",,,"62","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-24",,,"65",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-25",,,"64","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-26","0.12",,"60",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-27","0.12",,"61",,"56"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-28","0.00",,"64","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-29",,,"64","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-11-30","0.02",,"64","76","54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-01","0.00",,"66",,"54"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-02",,,"63","75",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-03",,,"64",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-11",,,"62",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-12",,,"64",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-13",,,"65",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-14",,,"64","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-15",,,"65","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-16",,,"67",,
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-17",,,"67","76",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-18","0.00",,"66","77","58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-19","0.00",,"63",,"57"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-20",,,"63","71",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-21",,,"64","73",
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-22","0.04",,"66",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-23","0.02",,"61",,"58"
"KEM00063741","NAIROBI DAGORETTI, KE","1991-12-24","0.04",,"64","75","53"
